index,text
2463, אבל אדם שיצרו מתגבר עליו יסגף עצמו להכניע יצרו.
2464, והמלמד וסופר ופועלים אסורים לסגף שימעטו במלאכתם וכשאדם מתענה ישמור עצמו שלא יהא כעסן בו ביום כי כשאדם רעב הוא כעסן.
2465, ואם יכעוס מוטב לו שלא יתענה ויהא שבע וטוב לבריות שלא יתקוטט וכתיב (ישעיהו נח ד) הן לריב ומצה תצומו ולהכות באגרוף רשע ולא תצומו ביום להשמיע במרום קולכם.
2466," והראשונים כשהיו מתענין לא היו אוכלים כי אם פת במלח ושותים מים כר' יהושע שדיבר כנגד ב""ש."
2467," וכר' אלעזר בן עזריה שפרתו יצאתה כדאיתא בירושלמי עד שהושחרו שיניו ואילו היה הקב""ה חפץ בתעניות הי' מצוה לישראל אלא שיכנע לבו שנאמר (קהלת ג יד) והאלהים עשה שייראו מלפניו ר' יונתן ציים כל ערובת ר""ה ר' אבין ציים כל ערובת ר' זירא ציים תלתין יומין ואית דאמרי תשע."
2468, מאן דלא חש על מגילת תענית.
2469, הרי מי שהורגל להתענות בניסן אינו חושש משום מגילת תענית כי בטלה מגילת תענית
2470,כתיב (שמואל א' יד כט) ויאמר יהונתן עכר אבי את הארץ ראו נא כי אורו עיני כי טעמתי מעט דבש הזה אף כי לא אכול אכל היום העם משלל אויביו אשר מצא כי עתה לא רבתה מכה בפלשתים הרי כשמקיפים גוים את העיר אין מתענין פן יהיו חלשים ולא יהיו יכולים להלחם וכן מי שהולך לפדות שבויים לא יתענה שאם יהיה חלש יתעכב בהליכת הדרך וכן ההולך לעזור ולהציל נפש וכל מי שצריכין ממנו לא יתענה כגון מילדת ומי שיש לו אב זקן ואם זקנה והוא עובדם או מי שמשמש לחולה ואין אחר מסייעו לא יתענה תענית יחיד אלא עם הצבור או תענית שרגיל להתענות ביום שמת אביו
2471,"שמשון גבור שבגבורים ודוד חסיד שבחסידים ושלמה חכם שבחכמים ונכשלו שמשון ע""י אשה ונכשל דוד ע""י יפת תואר ואשת אוריה לכך נכתב ענין שמשון ודוד ושלמה שנכשלו כדי להודיע תוקף אהבת נשים שיותר מדאי הוא והגדיל יצר הרע על הטובים ומגיד לנו שלא על חנם כתב לנו לא תתחתן בם שהרי מלך חכם על כל החכמי' נכשל בהם ונשים נכריות הטו את לבבו וכ""ש שאר העם."
2472, וכן גבור שבגבורים נכשל באשה והכל הוא מפני שהיה רגיל בין הנכריות ולצאת לחוצה לארץ והוא שופט להודיע שאין מגלים סוד לנשים כי אם לא הגיד לדלילה לא היה נכשל.
2473, לכך אמר שיהו נזהרים מן אשה נכרית ואשה זרה בכל מקום שכתוב אשה נכרית גויה או גיורת אשה זרה יהודית והודיע מעשה דוד להודיע כי ראש החסידים שכל עסקו לשם שמים.
2474," ואעפ""כ כשראה אשה נכשל ואף עלפי שקרוב לזקנה."
2475," וכ""ש שבחור צרך להזהר מלהביט באשה ולהתרחק מאשה."
2476, ונכתב מעשה רות.
2477, מפני שהיתה צנועה ביותר ועשתה חסד גדול לנעמי שעזבה נעמי בבית שלא תתבייש.
2478, והיא מלקטת לצורך נעמי.
2479, ולבלתי לכת אחרי הבחורים שאם היתה לוקח איש לא היה מניח לה לפרנס נעמי ועתה לקחה בועז וילדה בן לכן יצאו ממנה מלכים ונביאים ולכך זכה לוט שהלך עם אברהם מחרן שנתחתנו בזרע אברהם
2480,אחד היה נואף ובאו קרוביו לבקש מן החכם שיעשה תקנה שלא ינאף יותר.
2481, אמר הייתי נותן לו לאכול שלא יהיה לו תאוה.
2482, רק איני רשאי.
2483, שהרי אף לאשתו לא היה יכול ליזקק.
2484, אף על פי שיש לו בנים ואפי' לא היה לו אשה הרי יכול לקחת אשה
2485,אדם שהתודה ביום הכפורים הזה על עונו לא יתודה ליום הכפורים אחר אותם עונות: שלא יהא ככלב שב על קיאו.
2486, כן כסיל שונה באולתו.
2487, ולר' אלעזר בן יעקב מותר להתודות שנאמר (תהלים נא ה) כי פשעי אני אדע וחטאתי נגדי תמיד.
2488, ואם שאר ימים יתודה בשנה הוא מתודה על כל עונותיו כדי שיתחרט כשיזכיר עונותיו וידאב לבו לשמים ותמיד יתחרט על עונותיו.
2489, כי מפני שזוכר עונותיו ישים תשובה בלבו וכל זה אינו ככלב שב על קיאו
2490,לא יתכן לאדם שיביא עצמו לידי חשד ואם בעל כרחו ינקה עצמו וימחול למי שחשדוהו.
2491, ואם ישתוק יעשו שלא כהוגן.
2492," מוטב ליתן להם עצה אע""פ שיחשדוהו ."
2493, כי היה מעשה בשני בני אדם ראובן היה לו בן ולשמעון בת וללוי בת ושאל שמעון ללוי עצה אם יתן בתו לבן ראובן ואמר לוי בלבו אם אומר אל תעשו בלא רשות ראובן יחשדו אותי שאני נותן עצה זו בשביל בתי שיודעים שראובן יבחר בבתי יותר מבת שמעון.
2494, ואמר להם טוב בעיני.
2495, וכשנודע לראובן אמר ראובן ללוי חטאתך לא תכופר לא יתכן שבשביל לנקות עצמך מן החשד נתת להם עצה שאין להם תקנה שאמרת טוב בעיני.
2496, ואין תקנת בני עמו יותר היה תקנת בני בבתך.
2497, ומה שהיו חושדים אותך.
2498, זה הי' להם עון גדול ועל הצער של חשדה היית מקבל שכר גדול.
2499, ועל זה עברת על לפני עור לא תתן מכשול ובאמת אמר ראובן שבשביל שלא יהא נחשד עשה רעה.
2500, זה לא יתכן
2501,חלון חור פתוח לרשות הרבים ובחדר אוצרות זהב ואדם חפץ לעשות צדקה ופנה עצמו לקחת מכיסו וכסבורים העם שמוציא בעד החלון מן הכסף ועתה רואה שחושדים אותו מותר לו לומר צדקה עשיתי להוציא עצמו מן החשד או שמא אסור שנראה כמתגאה מן הצדקה וטוב לו שיחשדוהו ותפשוט מההוא מעשה בחסיד א' שעשה שאל' חלום מי יהיה חבירו לעולם הבא והראוהו לו בחור אחד במקום רחוק למחר התקין עצמו והלך כדי לראותו והיה חוקר ומחפש אחריו כשהגיע סמוך למקום אותו האיש שאל אחריו וכל העולם תמהו עליו.
2502, למה תבקש זה כי הוא פריץ מאוד.
2503," שמע ועצב אעפ""כ בא לבית האיש והאיש הוציאו בחרפה גדולה והכהו על הלחי."
2504, ופשט מכנסים שלו.
2505," א""ל אם תרצה תכנס כאן והיה הוא וחבירו מתלוצצים בו."
2506," אעפ""כ לא השגיח ונכנס והכניסו בחדר סמוך לחדר הזונות ובלילה הלך וכינס כל הזונות שבעיר ונכנס עמהם בחדר סמוך לחדר הזאת וישקם יין לרוב עד שנשתכרו."
2507, והיה מרקד בפניהם כל הלילה עד שמשתכרות וישנו ויצא הוא והלך לו.
2508, וכל זאת ראה החסיד ובכה.
2509, למחר הכין עצמו לחזור.
2510, וקודם שהלך שאל מן האיש בחייך תאמר לי אם עשית טוב מימיך.
2511, כי ראיתי בחלום שתשב אצלי בגן עדן.
2512," ואתה עשית פריצות ואיך יתכן שתשב אצלי א""ל כל מה שעשיתי ושראית לטובה אני מתכוין."
2513, שאני מראה את עצמי פריץ.
2514, ומגידים לי הפריצות.
2515, איזוהי זונה ששכרו.
2516, ואני הולך בחשאי ומוסיף אני להם כדי שיבואו אצלי והם סבורות שאני אבעול אותם שהם שכורות בלילה ועוד צויתי את אמי שבאה בלילה ומוציאה אותי בשערותי שאם יאמרו למחר למה לא שכבת אצלינו אשיב להם ידעתם שאמי הכיתני ואדהכי והכי אני מונע את הפריצות מן העבירות ואיני חושש אם חושדים אותי ומוחל אני להם
2517,ותאמר האשה למה חשבת כזאת על עם אלהים ומדבר המלך הדבר הזה כאשם הרי מי שחושב על הטובים רעה חוטא
2518,אל ינקה אדם עצמו בדבר שמבייש את חבירו כגון ראובן שהלך לפני שמעון או זקן או הורה לפני שמעון או דבר בדבר שהי' קשה לפני שמעון ויודע ראובן ששמעון אינו מקפיד.
2519, וכשיאמר ראובן מחול לי מיד מוחל ואפילו אינו מקפיד ואינו חושש ובא ראובן ומקבל דין לפני העולם הרי יותר מתבייש שמעון שהעולם מרננים על שמעון וסבורים שחפץ שמעון שיתבייש ראובן ואומר כמה קפדן שמעון הרי בידים הרע לו
